genre,sub_genre,artist,album,song,ntQ,ntG,ntV,ntR,ntS,ntGl,ntRx,ntC,ntL
Rock,Hard Rock,Queen,A Day at the Races,Drowse,"8,5",,,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,Good Old-Fashioned Lover Boy,10,,"9,5","8,6",,,,,
Rock,Hard Rock,Queen,A Day at the Races,Long Away,7,,7,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,Somebody to Love,"9,25",,"8,5",,,,,,
Rock,Hard Rock,Queen,A Day at the Races,Teo Torriatte (Let Us Cling Together),"7,25",,,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,The Millionaire Waltz,"7,75",,8,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,Tie Your Mother Down,"7,75",,7,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,White Man,"8,25",,8,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,You and I,"7,5",,7,,,,,,
Rock,Hard Rock,Queen,A Day at the Races,You Take My Breath Away,"6,5",,6,,,,,,
Rock,Hard Rock,Queen,A Night at the Opera,I'm In Love With My Car,"8,5",,,,,,,,
Rock,Synth Pop,Queen,The Works,I Want To Break Free,"8,75",,"8,5",,,,,"7,25",
Rock,Stoner,Queens of the Stone Age,Songs for the Deaf,You Think I Ain't Worth a Dollar But I Feel Like a Millionaire,8,,,,,,,,
Rock,Hard Rock,Ram Jam,Ram Jam,Black Betty,"8,5",,,,,,,,
Metal,Industrial,Rammstein,Herzeleid,Asche zu Asche,"8,25",,,,8,,5,,
Metal,Industrial,Rammstein,Herzeleid,Das Alte Leid,"7,5",,,,5,,,,
Metal,Industrial,Rammstein,Herzeleid,Der Meister,"8,5",,,,8,,,,
Metal,Industrial,Rammstein,Herzeleid,Du Riechst So Gut,"7,75",,,,9,,,,
Metal,Industrial,Rammstein,Herzeleid,Heirate Mich,8,,,,8,,,,
Metal,Industrial,Rammstein,Herzeleid,Herzeleid,5,,,,6,,,,
Metal,Industrial,Rammstein,Herzeleid,Laichzeit,"8,75",,,,9,,,,
Metal,Industrial,Rammstein,Herzeleid,Rammstein,8,,,,5,,,,
Metal,Industrial,Rammstein,Herzeleid,Seemann,"8,25",,8,,8,,,,
Metal,Industrial,Rammstein,Herzeleid,Weisses Fleisch,"7,5",,,,7,,,,
Metal,Industrial,Rammstein,Herzeleid,Wollt ihr das Bett in Flammen sehen,"8,25",,,,4,,,,
Metal,Industrial,Rammstein,Mutter,Adios,"8,5",8,,,4,,,,
Metal,Industrial,Rammstein,Mutter,Feuer frei!,8,"8,5",,,6,,,,
Metal,Industrial,Rammstein,Mutter,Ich will,"8,75",9,,"7,5",8,,,,
Metal,Industrial,Rammstein,Mutter,Links 2 3 4,9,9,,,8,,,,
Metal,Industrial,Rammstein,Mutter,Mein herz brennt,9,"8,5",,"7,7",8,,,,
Metal,Industrial,Rammstein,Mutter,Mutter,9,"8,5",,"7,6",6,7,,,
Metal,Industrial,Rammstein,Mutter,Nebel,"6,5","8,5",,,8,,,,
Metal,Industrial,Rammstein,Mutter,Rein raus,7,7,,,5,,,,
Metal,Industrial,Rammstein,Mutter,Sonne,"8,75","8,5",,"7,8",8,,,,
Metal,Industrial,Rammstein,Mutter,Spieluhr,"7,75",7,,,9,,,,
Metal,Industrial,Rammstein,Mutter,Zwitter,"8,75",7,,,4,,,,
Metal,Industrial,Rammstein,Rammstein,SEX,"8,75",?,"6,5",?,,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Amerika,8,,,"7,2",9,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Amour,"8,25",,,,9,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Dalai Lama,"8,75",,,,9,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Keine Lust,9,,,,9,"6,75",,,
Metal,Industrial,Rammstein,"Reise, Reise",Los,"8,25",,,,4,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Mein Teil,"9,25",,,"7,3",8,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Morgenstern,"7,5",,,,5,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Moskau,"9,5",,5,,8,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Ohne Dich,"7,25",,,,8,,,,
Metal,Industrial,Rammstein,"Reise, Reise","Reise, Reise","8,5",,,,8,,,,
Metal,Industrial,Rammstein,"Reise, Reise",Stein um Stein,"8,75",,,,5,,,,
Metal,Industrial,Rammstein,Rosenrot,Benzin,"8,5",,,,9,,,,
Metal,Industrial,Rammstein,Rosenrot,Ein Lied,"6,75",,,,6,,,,
Metal,Industrial,Rammstein,Rosenrot,Feuer und Wasser,"7,5",,,,10,,,,
Metal,Industrial,Rammstein,Rosenrot,Hilf Mir,"8,75",,,,9,,,,
Metal,Industrial,Rammstein,Rosenrot,Mann Gegen Mann,9,,"7,5",,9,"7,25",,,
Metal,Industrial,Rammstein,Rosenrot,Rosenrot,8,,,,8,,,,
Metal,Industrial,Rammstein,Rosenrot,Spring,"8,5",,,,9,,,,
Metal,Industrial,Rammstein,Rosenrot,Stirb nicht vor mir,4,,,,4,,,,
Metal,Industrial,Rammstein,Rosenrot,Te quiero puta!,"8,5",,7,"8,1",7,,,,
Metal,Industrial,Rammstein,Rosenrot,Wo Bist du?,"7,75",,,,6,,,,
Metal,Industrial,Rammstein,Rosenrot,Zerstören,"7,75",,,,7,,,,
Metal,Industrial,Rammstein,Sehnsucht,Alter Mann,"8,25",,,,9,,,,
Metal,Industrial,Rammstein,Sehnsucht,Bestrafe mich,,,,,7,,,,
Metal,Industrial,Rammstein,Sehnsucht,Bück Dich,,,,,6,,,,
Metal,Industrial,Rammstein,Sehnsucht,Du hast,"8,75",,,8,9,,,,
Metal,Industrial,Rammstein,Sehnsucht,Eifersucht,"6,5",,,,4,,,,
Metal,Industrial,Rammstein,Sehnsucht,Engel,"7,75",,,"7,5",8,,,,
Metal,Industrial,Rammstein,Sehnsucht,Klavier,"8,25",,,"8,7",9,,,,
Metal,Industrial,Rammstein,Sehnsucht,Küss mich,,,,,4,,,,
Metal,Industrial,Rammstein,Sehnsucht,Sehnsucht,"8,5",,,,9,,,,
Metal,Industrial,Rammstein,Sehnsucht,Spiel mit mir,,,,,9,,,,
Metal,Industrial,Rammstein,Sehnsucht,Tier,"6,75",,,,4,,,,
Rock,Alternative,Red Hot Chili Peppers,Californication,Californication,"8,25",,8,"6,3",,,,,
Rock,Alt Rock,Red Hot Chili Peppers,Californication,Scar Tissue,"8,5",,?,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Charlie,"8,75","7,5",8,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Dani California,"8,5","8,5","8,5",,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Especially in Michigan,8,,9,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Hump De Bump,"8,5",8,7,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,She's Only 18,"7,25",,"7,5",,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Slow Cheetah,8,,"7,5",,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),8,9,"8,5",,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Stadium Arcadium,"7,75","8,5",8,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Strip My Mind,7,,7,,,,,,
Rock,Alternative,Red Hot Chili Peppers,Stadium Arcadium,Torture Me,"7,5",,"6,5",,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Baby Sitting Blues,7,,,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Fatigué,"7,5",,,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,La pêche à la ligne,"7,25",,7,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Le retour de la pepette,7,,,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Miss Maggie,8,,8,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Mistral gagnant,"8,5",,"8,5",,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Morts les enfants,8,,,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,P'tite conne,"7,25",,,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Si t'es mon pote,"5,75",,6,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Trois matelots,"7,75",,6,,,,,,
Chanson,Rock,Renaud,Mistral Gagnant,Tu vas au bal ?,"6,5",,,,,,,,
Rock,Alt Rock,Rise Against,Endgame,Make it Stop (September's Children),"3,75",,,,,,,,
Metal,Groove Metal,Rob Zombie,The Sinister Urge,Demon Speeding,"7,75",,,,,,,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,11:11,"7,75",,"8,5",,,7,8,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Atman,"8,5",,8,,,8,,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Buster Voodoo,"7,5",,"7,5",,,"7,25",,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Chac Mool,"7,75",,"8,5",,,8,,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Hanuman,9,,9,,,9,,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Hora Zero,"8,25",,"8,75",,,"8,5",,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Logos,8,,"9,5",,,"8,88",,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Master Maqui,"8,25",,"8,5",,,"8,25",,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Santo Domingo,"8,5",,"8,75",,,"8,75",,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Savitri,"7,25",,"8,5",,,7,,,
Acoustic,Flamenco,Rodrigo y Gabriela,11:11,Triveni,8,,,,,"7,5",,,
Rap,Gangsta,Roi Heenok,N/A,Hybride Exo,"4,5",,"4,5",,,,,,
Jazz,,Roy Hargrove,Earfood,Strasbourg / St. Denis,8,,,,,"8,75",,,
Metal,Power Metal,Sabaton,The Great War,82nd All the Way,,8,,,,,,,
Metal,Power Metal,Sabaton,The Great War,A Ghost in the Trenches,,"7,75",,,,,,,
Metal,Power Metal,Sabaton,The Great War,Devil Dogs,,"8,5",,,,,,,
Metal,Power Metal,Sabaton,The Great War,Fields of Verdun,,"9,25",,,,,,,
Metal,Power Metal,Sabaton,The Great War,Great War,,"8,3",,,,,,,
Metal,Power Metal,Sabaton,The Great War,In Flanders Fields,,6,,,,,,,
Metal,Power Metal,Sabaton,The Great War,Seven Pillars of Wisdom,,"8,5",,,,,,,
Metal,Power Metal,Sabaton,The Great War,The Attack of the Dead Men,9,"8,75",,"9,2",,,,,
Metal,Power Metal,Sabaton,The Great War,The End of the War to End All Wars,,8,,,,,,,
Metal,Power Metal,Sabaton,The Great War,The Future of Warfare,,8,,,,,,,
Metal,Power Metal,Sabaton,The Great War,The Red Baron,,"8,3",,,,,,,
Hip Hop,,SAINt JHN,N/A,Roses (Imanbek Remix),"1,25",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,All Night Dinner,"7,5",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Blue Moon,"7,5",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Canadian Sunset,"7,75",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Caravan,"7,25",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Dream,"7,5",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Harbor Lights,"7,75",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Raunchy,"7,75",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,School Day,8,,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Slave Girl,"7,75",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Sleep Walk,"8,5",,9,?,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Summertime,"7,5",,,,,,,,
Rock,Instrumental,Santo & Johnny,Santo & Johnny,Tenderly,"7,5",,,,,,,,
Dance,Scat,Scatman John,Scatman's World,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),"8,5",,"8,5",,,,,,
Dance,Scat,Scatman John,Scatman's World,Scatman's World,"8,25",,"8,5",,,,,,
Rap,Rap Français,SCH,A7,Fusil,0,,"2,5",,,0,,,
Rap,Trap,SCH,Rooftop,Rooftop,3,,"4,5",,,,,,
Chanson,,Serge Gainsbourg,N/A,La Javanaise,"8,5",,9,,,,,,
Jazz,,Snarky Puppy,Immigrance,Bad Kids to the Back,"7,75",,,,,,,,
Rock,Blues Rock,Snowy White And The White Flames,No Faith Required,Midnight Blues,"7,5",,,,,,,,
Dub,,Stand High Patrol,Summer on Mars,Atmosphere,"4,5",,,"7,1",,,,6,
Dub,,Stand High Patrol,Summer on Mars,Dreamcatcher,"6,5",,,"7,7",,,,"8,2",
Dub,,Stand High Patrol,Summer on Mars,Fragile,"4,25",,,"7,9",,,,"5,5",
Dub,,Stand High Patrol,Summer on Mars,Landlord,4,,,"6,9",,,,7,
Dub,,Stand High Patrol,Summer on Mars,Raw Lines,"5,25",,,"6,6",,,,"6,3",
Dub,,Stand High Patrol,Summer on Mars,Rosetta,"6,25",,,"7,8",,,,"6,3",
Dub,,Stand High Patrol,Summer on Mars,Spring Rain,6,,,8,,,,"7,2",
Dub,,Stand High Patrol,Summer on Mars,Summer on Mars,"7,75",,,"7,3",,,,"7,9",
Dub,,Stand High Patrol,Summer on Mars,Working Class,7,,,"7,5",,,,7,
Pop,Synth-Pop,Steve Winwood,Talking Back to the Night,Valerie,"7,5",,"7,5",,,,,,
Metal,Country,Steve'n'Seagulls,Farm Machine,Thunderstruck,,,,"8,6",,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,3 Years Older,8,,8,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Ancestral,"7,25",,"7,5",,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Ascendant Here On...,5,,6,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,First Regret,"7,75",,8,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Hand Cannot Erase,"7,5",,7,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Happy Returns,8,,"8,5",,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Home Invasion,"8,75",,8,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Perfect Life,7,,6,,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Regret#9,"7,25",,"9,5",,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Routine,"7,75",,"8,5",,,,,,
Rock,Progressive,Steven Wilson,Hand. Cannot. Erase.,Transcience,"7,75",,,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Blank Tapes,"6,5",,6,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Detonation,8,,8,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Nowhere Now,"7,5",,8,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Pariah,6,,"9,25",,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,People Who Eat Darkness,"7,75",,"8,75",,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Permanating,"7,75",,"7,25",,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Refuge,"7,25",,7,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Song of I,,,6,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,Song of Unborn,,,9,,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,The Same Asylum As Before,"7,75",,"8,75",,,,,,
Rock,Prog Pop,Steven Wilson,To The Bone,To The Bone,"8,5",,9,,,,,,
Funk,,Stevie Wonder,Talking Book,Superstition,9,,,,,,,,
Hip Hop,Punk Rock,Stupeflip,Terror Maxi,Les Ronces,"6,25",,7,,,,,,
Hip Hop,Punk Rock,Stupeflip,Terror Maxi,Stupeflip Vite !!!,"8,25",,9,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,72.8 mhz,8,,8,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Ancienne prophétie,2,,3,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Apocalypse 894,7,,7,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,C'est un Tube,"6,5",,8,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Ce Petit Blouson en Daim,"6,5",,6,"8,2",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Check da Crou,"7,75",,"8,5",,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Cold World,"7,25",,8,"9,5",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Dangereux !!,"5,25",,5,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Dark Warriors,"7,5",,"7,5",,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Gaëlle ,"9,5",,7,"8,9",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Gem lé moch’,8,,8,"8,3",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Hater’s killah,"7,75",,"8,5",,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Invasion,"5,5",,6,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,La menuiserie,8,,8,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,La mort à Pop-Hip,"5,5",,6,9,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Le Coeur Qui Cogne,"5,75",,4,"8,6",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Le Spleen des Petits,"8,75",,"8,5","8,4",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Lettre à Mylène,6,,"6,5","8,8",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Région Est,6,,7,"8,3",,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Sinode Pibouin,"7,5",,7,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Strange pain ,5,,5,,,,,,
Hip Hop,Punk Rock,Stupeflip,The Hypnoflip Invasion,Stupeflip vite !!!,9,,9,"8,7",,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Breakfast in America,"8,5",9,,"7,1",,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Casual Conversations,"7,5",8,,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Child of Vision,"8,5","8,25",,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Gone Hollywood,"8,25",8,,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Goodbye Stranger,"9,5",8,9,,,,,,"8,5"
Rock,Prog Pop,Supertramp,Breakfast in America,Just Another Nervous Wreck,"7,75","7,5",,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Lord is Mine,7,8,,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,Oh Darling,"9,75","8,75",8,,,,,,"9,33"
Rock,Prog Pop,Supertramp,Breakfast in America,Take the Long Way Home,"8,75",9,,,,,,,
Rock,Prog Pop,Supertramp,Breakfast in America,The Logical Song,8,"9,25",,"7,1",8,,,,
Metal,Nu Metal,System Of A Down,Dracula 2000,The Metro,8,,,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Attack,"8,75",8,7,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Dreaming,"8,25",8,6,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Holy Mountains,8,"8,5",6,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Hypnotize,"8,5","8,75",6,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Kill Rock'n Roll,9,"8,75","7,5",,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Lonely Day,8,8,9,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,She's Like Heroin,"7,5","7,75",8,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Soldier Side,"8,5","8,75",7,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Stealing Society,"7,5",8,7,,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Tentative,"8,25",8,"7,5",,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,U-Fig,"7,75","7,5","7,5",,,,,,
Metal,Nu Metal,System Of A Down,Hypnotize,Vicinity of Obscenity,"8,5","8,75",8,,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,B.Y.O.B.,"8,5",,8,"7,8",,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Cigaro,"7,75",,6,,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Lost In Hollywood,9,,"8,5",,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Old School Hollywood,"8,25",,"8,5",,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Question!,"8,75",,"7,5",,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Radio/Video,"9,25",,"7,5",,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Revenga,"8,75",,"6,5","7,3",,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Sad Statue,"8,5",,7,,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Soldier Side - Intro,8,,7,,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,This Cocaine Makes Me Feel Like I'm On This Song,8,,7,,,,,,
Metal,Nu Metal,System Of A Down,Mezmerize,Violent Pornography,"8,5",,8,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Cubert,"7,5",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,DARTS,"7,75",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,DDevil,"7,5",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Know,"7,75",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Mind,"8,5",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,P.L.U.C.K.,"8,5",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Peephole,"8,75",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Soil,8,,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Spiders,"8,5",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Sugar,"8,75",,,"6,7",,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Suggestions,"8,25",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,Suite Pee,"8,25",,,,,,,,
Metal,Nu Metal,System Of A Down,System Of A Down,War?,"8,5",,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Aerials,"7,75","8,5",,"6,9",,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Arto,"8,5",8,,,,"7,5",,,
Metal,Nu Metal,System Of A Down,Toxicity,ATWA,"9,5",9,7,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Bounce,"8,5","8,5",,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Chop Suey!,"8,5",8,,"7,4",,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Deer Dance,"8,75",9,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Forest,9,8,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Jet Pilot,"7,5","8,5",,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Needles,"8,25",9,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Prison song,"8,5",9,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Psycho,8,"8,5",,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Science,"8,5",8,,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Shimmy,7,"8,5",,,,,,,
Metal,Nu Metal,System Of A Down,Toxicity,Toxicity,"9,75","8,5",9,"7,5",,"8,5",,,
Metal,Nu Metal,System Of A Down,Toxicity,X,8,9,,,,,,,
Rock,Psychedelia,Tangerine Stoned,Tangerine Stoned,l'Urlo Della Strega,8,,"7,5",,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Broken,8,,,,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Everybody Wants to Rule the World,"8,5",,8,,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Head Over Heels / Broken,"8,5",,"7,5",,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,I Believe,7,,6,,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Listen,7,,,,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Mothers Talk,"6,5",,6,,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,Shout,8,,"7,5",,,,,,
Pop,New Wave,Tears for Fears,Songs from the Big Chair,The Working Hour,"7,75",,,,,,,,
Rock,Blues Rock,Ten Years After,A Space In Time,I'd Love to Change the World,"7,75",,,,,,,,
Rock,Hard Rock,Tenacious D,Rize of the Fenix,Rize of the Fenix,"6,5",,,,,,,,
Metal,Death,The Agonist,Once Only Imagined,Business Suits and Combat Boots,,,5,,6,,,,
Rock,,The Animals,Animalisms,See See Rider,7,,,,,,,,
Rock,,The Beatles,Abbey Road,Because,"7,5","8,5",,,,,,,
Rock,,The Beatles,Abbey Road,Carry That Weight,"8,5",9,"7,5",,,,,,
Rock,,The Beatles,Abbey Road,Come Together,"8,25","8,75",,,,,,,
Rock,,The Beatles,Abbey Road,Golden Slumbers,8,"8,25",,,,,,,
Rock,,The Beatles,Abbey Road,Her Majesty,"6,5",6,,,,,,,
Rock,,The Beatles,Abbey Road,Here Comes The Sun,10,"9,25","9,5",,,,,,
Rock,,The Beatles,Abbey Road,I Want You (She's So Heavy),9,9,,,,,,,
Rock,,The Beatles,Abbey Road,Maxwell's Silver Hammer,"8,5",9,8,,,"8,25",,,
Rock,,The Beatles,Abbey Road,Mean Mr. Mustard,"7,75","8,5",,,,,,,
Rock,,The Beatles,Abbey Road,Octopus's Garden,"8,5","8,5","9,5",,,,,,
Rock,,The Beatles,Abbey Road,Oh! Darling,"9,5",9,7,,,,,,
Rock,,The Beatles,Abbey Road,Polythene Pam,"7,5","8,5",,,,,,,
Rock,,The Beatles,Abbey Road,She Came In Through The Bathroom Window,"9,25","8,5",,,,,,,
Rock,,The Beatles,Abbey Road,Something,"7,75","8,75",,,,,,,
Rock,,The Beatles,Abbey Road,Sun King,"7,5","8,5",,,,,,,
Rock,,The Beatles,Abbey Road,The End,"7,5","8,25",,,,,,,
Rock,,The Beatles,Abbey Road,You Never Give Me Your Money,"9,5",9,9,,,,,,
Rock,,The Beatles,Magical Mystery Tour,All You Need Is Love,8,"8,25",9,,,,,,
Rock,,The Beatles,Magical Mystery Tour,"Baby, You're A Rich Man",7,8,7,,,,,,
Rock,,The Beatles,Magical Mystery Tour,Blue Jay Way,"6,5","7,5",6,,,,,,
Rock,,The Beatles,Magical Mystery Tour,Flying,"8,25","8,75","7,5",,,,,,
